album,data,musica,letra
Ciano,2006-06-01 00:00:00,Enferrujou,"3 Contributors
Enferrujou Lyrics
[Letra de ""Enferrujou"" com Fresno]
[Verso 1]
Tentei me olhar no espelho e encontrar, em mim, lugar pra ti
Mas o reflexo me dizia que você não estava ali
E agora sei que você não tem um lugar seguro pra ficar
[Verso 2]
Desculpa se o mundo foi cruel e te fez perceber
Que nunca vai dar certo nada que envolva eu e você
Existem coisas que nem mesmo o amor é capaz de solucionar
Mas sofro ao te ver
[Refrão]
Quanta solidão...
E eu sei que isso fui eu quem causei
A desilusão...
Eu tento te acalmar, mas eu não sei..
[Verso 3]
Pensando nessa história, vejo a culpa cair sobre mim
Mas também sei que o aconteceu não foi somente assim
Você nunca tentou cultivar, em mim, o amor que você quer
[Pré-Refrão]
Deixei de viver intensamente pra viver pra ti
E os últimos dias felizes foram os em que eu não te vi
Sinto muito, mas só estou perseguindo a minha paz
Não vou voltar atrás
[Refrão]
Entre aqui
(Não vou te impedir de entrar)
No meu peito
(Tente me ouvir gritar)
E ouça o meu pranto
(Que não vai mais acabar)
Olha aqui
(Tente ao menos enxergar!)
Toca-me (Sinta o gelo evaporar)
E veja que estou frio, como o ferro de que eu julgava ser feito...
[Refrão]
Tanta solidão.. e eu sei que isso fui eu quem causei
A desilusão.. eu tento te acalmar, mas eu não sei..
Entra aqui
(Não vou te impedir de entrar)
No meu peito
(Tente me ouvir gritar)
E ouça o meu pranto
(Que não vai mais acabar)
Olha aqui
(Tente ao menos enxergar!)
Toca-me
(Sinta o gelo evaporar)
E veja que estou frio, como o ferro de que eu julgava ser feito..
E que enferrujou..."
Ciano,2006-06-01 00:00:00,Infância,"2 Contributors
Infância Lyrics
[Letra de ""Infância"" com Fresno]
[Verso 1]
E, agora que estamos crescidos, será que já deu pra perceber...
Que você não tem mais amigos e sabe que eu não vou socorrer?
[Ponte]
Olhe pra você agora...
Quem é a criança que chora?
[Verso 2]
Eu sei que posso estar errado, mas fico feliz em te ver assim...
Mas saiba que o nosso passado entalhou cicatriz de ódio em mim...
[Ponte]
Olhe pra você agora...
Quem é a criança que chora?
[Refrão]
Saiba que eu daria tudo pra poder dizer
Que o sofrimento que você causou me fez crescer
Tem vezes que eu daria tudo pra retribuir
Tudo que você fazia pra me destruir
[Ponte]
Olhe pra você agora...
Quem é a criança que chora?
[Saída]
E a culpa é sua por hoje eu ser assim...
E a culpa é sua por eu não ter sido... (Criança...)
E a culpa é sua por eu gostar mais de mim...
E a culpa é sua por eu não ter tido... (Infância...)
[Saída Instrumental]"
Ciano,2006-06-01 00:00:00,Teu Semblante (versão CIANO),
Ciano,2006-06-01 00:00:00,Stonehenge (versão CIANO),
Ciano,2006-06-01 00:00:00,Sono Profundo (versão CIANO),
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Orgulho,"2 Contributors
Orgulho Lyrics
Não tente me explicar
Não tente mais me convencer que era pra ter fim
Tudo que começou e que era só pra crescer, não acabar assim
Sem ter porque, motivos pra chorar, e eu que nada fiz...
Queria ser mais forte e continuar, ser sempre o mais feliz
E revelar para você que entre nós não acabou
E eternamente eu vou ser aquele que te amou
Não vou chorar
Não vou pedir pra você voltar pra mim...
Não vou chorar
Não vou pedir
Pra você voltar pra mim..."
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Onde Está?,"3 Contributors
Onde Está? Lyrics
Já tentei fazer com que você voltasse
Também já tentei sozinho encontrar a solução
Pra acabar com essa dor que hoje assola o meu coração
Já tentei fazer com que você parasse
De brincar com o meu sentimento e me ouvisse então
Por um momento pra eu tentar te convencer que nada foi em vão
Nada foi em vão
Tenho medo que pra ti eu seja apenas mais um que te quer
E você vai me ouvir no rádio e achar que é uma música qualquer
Preste atenção:
Em cada verso só pra ti que eu vou cantar
Cada palavra que eu expresso visando te agradar
Não é o bastante pra tu perceber o quão grande é o meu amor
E a minha dor
Já tentei de tudo pra você voltar
Já tentei ser mais feliz só pra fazer você chorar
Não vejo resultados, só meu coração que vê a dor
Não há nada que eu possa fazer
Pra ter você de volta pra mim
E eu sento e tento ao menos entender
O que eu fiz de tão ruim
Mas eu não sei, eu não sei...
Onde está todo amor que eu te dei?
Foi pra onde que eu não sei
Só tristeza e solidão
Vão ficar marcadas no coração
Nisso eu te dou razão
É impossível viver só
Sorrindo"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Experiência,"2 Contributors
Experiência Lyrics
Tenho algo para te contar
Espero que você não conte pra ninguem
Sei que você sente medo de ter que ficar
Sem agluém que goste você também
Saiba que comigo também foi assim
Já reclamei pro céu que ninguém gosta de mim
Mas só você pensar que o mundo é ruim pra você
Não vai adiantar
Siga sempre e tente olhar para frente sem chorar
E se o choro vir pra te atrapalhar
Saiba que eu estarei lá pra te ajudar
E o seu grande dia pode amanhã chegar (amanhã chegar)
É só você deixar a luz do sol te acordar
Siga sempre e tente olhar para frente sem chorar
E se o choro vir pra te atrapalhar
Saiba que eu estarei lá pra te ajudar"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,O Que Sobrou,"3 Contributors
O Que Sobrou Lyrics
Quem dera eu pudesse navegar
No mar, ao vento
Quem dera eu pudesse congelar
E parar no tempo
Quando seu coração tinha lugar para nós dois
Não quero nem lembrar do que aconteceu depois
Depois que eu deixei de ser o que você queria
Não pude imaginar que isso aconteceria
Não vou nunca mais poder ser teu
Eu não sou ninguém sem ter você ao lado meu
E me pergunto quem eu sou
Sou o que sobrou de quem um dia te amou
Quem dera eu pudesse rebobinar
O filme da vida
Quem dera eu pudesse encontrar
Em teus olhos, saída
Lembro que teu corpo era uma extensão do meu
Lembro que havia amor atrás dos olhos teus
Quando eu cantava serenatas com rosas na mão
Quando eu não sabia o que era solidão
Não vou nunca mais poder ser teu
Eu não sou ninguém sem ter você ao lado meu
E me pergunto quem eu sou
Sou o que sobrou de quem um dia te amou
Não vou nunca mais poder ser teu
Eu não sou ninguém sem ter você ao lado meu
E me pergunto quem eu sou
Sou o que sobrou de quem um dia te amou"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Verdades Que Tanto Guardei,"2 Contributors
Verdades Que Tanto Guardei Lyrics
Sempre quis caminhar
Olhando pro alto
Sem ter medo de tropeçar
Sempre quis caminhar
Cantando bem alto
Que eu nunca mais vou errar
Sempre sonho estar
Num lugar mais calmo
Em que eu possa respirar
Não quero mais lembrar
Que não estou a salvo
Sentir que sei tudo do teu ar
Sei que não foram em vão
As marcas incuráveis
Que acumulei no coração
Peguei na sua mão
Tempos inigualáveis
E não havia escuridão
Me desculpa por te falar
Verdades que eu tanto guardei
Verdade foi que te menti
Em todo tempo em que te amei
(x2)
Hoje eu falei pra você:
- Vai demorar pra entender
Tento não transparecer
Que não quero mais viver
(PERDÃO)
Desculpa por estar ausente quando você mais precisava de mim
Por não chegar na sua frente e revelar que eu não sou perfeito assim
(PERDÃO)
Pois tudo que eu mais quero é não me sentir culpado estando em braços teus
(PERDÃO)
Só estou tentando ser sincero em te revelar
Todos os erros meus"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Duas Lágrimas,"3 Contributors
Duas Lágrimas Lyrics
[Letra de ""Duas Lágrimas"" com Fresno]
[Verso 1]
Uma lágrima rolou
Do meu olho ao perceber
Que era a última vez
Em que eu ia ver você
Outra lágrima rolou
Dentro do meu coração
Ao ver a velocidade
Com que as vidas vão em vão
[Verso 2]
Quando eu menos esperei
Nada mais eu encontrei
Havia desaparecido
A lágrima que eu chorei
Mas aquela que escorreu
No meu peito lá ficou
A gota de um gosto amargo
Com o frio cristalizou
[Refrão 1]
E eu quero saber como proceder
Para esquecer da tua voz, do teu viver
Porque eu apenas quero caminhar
Sem ter que olhar pra trás
E ver você vivendo em paz
[Verso 3]
E você sabe que eu já sofri demais aqui
E não vejo a hora de poder ficar junto de ti
E onde você estiver, estarei em coração
E em alma e espírito através dessa canção
[Refrão 2]
Enquanto a sua ida puder fazer alguém chorar
É sinal que a sua vida ainda não deve acabar
Já que não há saída, eu posso apenas imaginar
Como seria a minha vida sem a sua pra me alegrar"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Impossibilidades,"4 Contributors
Impossibilidades Lyrics
Quando você voltar
Não vá me avisar
Não vou estar aqui
Coisas hão de mudar
Feridas hão de sarar
E eu hei de ser feliz...
Sem você...
Sem ninguém
Estar feliz assim depende só de mim
Sofrer é com você
Pois não dá pra encontrar
Conforto em outro lugar
Que não seja aqui
Dentro de mim
Sem ninguém
Não há paz entre nós dois
Se não houver paz bem aqui
Espero logo depois
Já tenho forças pra sorrir
Não há paz entre nós dois
Se não houver paz bem aqui
Espero logo depois
Já tenho forças pra sorrir"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Velha História,"2 Contributors
Velha História Lyrics
E aquela velha história se repetiu e teve um fim
Mas na minha memória eu vou guardar ela pra mim
Você se foi do mesmo jeito que chegou
Voce se foi para sempre
E nem telefonou e nem me avisou
E eu ia te dizer como você é linda
Talvez isso ajudasse a mudar
E eu sei que você
Pode me ouvir ainda e eu sei que tudo pode se ajeitar
Mas você quer acabar com a sua vida
Um guerreiro sem feridas morto ao chão
Quer me iludir e fazer com que o culpado seja eu!
Por toda essa ilusão
""Deixe o sol secar suas lágrimas
Deixa o mar limpar a sua alma
De tudo que deixamos pra trás
E vamos viver em paz""
Não vá assim, volta pra mim
Tudo que eu quis te dizer
Deixa eu entrar na sua vida para ela não acabar
Deixa a lágrima sofrida que esta em seu rosto escorregar
Deixa que eu te ajudo quando você precisar
Saiba que eu daria tudo para não ter que visitar o seu enterro..."
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Planos E Promessas,"2 Contributors
Planos E Promessas Lyrics
Tudo parou
Você falou
Como se você calculara
Pra me magoar
Eu me virei e caminhei
Não mais olhei
Pra tua cara
Descobri o que é chorar
A visão turva
Água da chuva
Não mais iria simular
A lágrima
Quando eu cheguei
Me deparei
Com que eu iria te mostrar
Caso eu ouvisse o sim
Você não sabe o quanto eu planejei
Muito menos o quanto que eu chorei
Ao perceber que você se foi
Você nem em sonhos consegue ver
Tudo o que eu escrevi pra você ler
Ou para eu recitar pra você dormir..."
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Evaporar,"3 Contributors
Evaporar Lyrics
Eu já falei
Que não se deve esperar
Que a vida lhe dê
Tudo o que você precisar
Eu já tentei
Fazer você acreditar
Melhor a fazer-iê
É tentar parar de pensar
No quanto é ruim
Não ter chance de se livrar
Lembranças de mim
Sem ninguém pra te ajudar
E você sempre quis
Quis até demais
Ter alguém que não te quer
E tentou ser feliz
Tentou ser capaz
Me achar aonde eu estiver
E eu não estava lá
Saiba que o destino
Não é algo que você possa controlar
Entenda que eu não vou voltar atrás
Eu não vou pensar
Eu não vou mudar
Eu não vou te amar
Você já pensou
Em tentar por mais uma vez
Achar outro alguém
Que lhe queira também
Não é todo rio
Que tem um mar pra se encontrar
Dá pra evaporar
E encontrá-lo através do ar
E você sempre quis
Quis até demais
Ter alguém que não te quer
E tentou ser feliz
Tentou ser capaz
Me achar aonde eu estiver
Você já pensou
Em tentar por mais uma vez
Achar outro alguém
Que lhe queira também
Não é todo rio
Que tem um mar pra se encontrar
Dá pra evaporar
E encontrá-lo através do ar
Achar outro alguém que lhe queira também
Achar outro alguém que me queira também"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Outra Vez,"3 Contributors
Outra Vez Lyrics
Sempre chega uma hora que não dá mais pra viver
Essa história mal contada não sei como escrever
Você não dá atenção ao que eu tenho pra dizer
Dias em que o coração quase pára de bater
E um dia eu vou partir
E um dia tu vais ver
Que isso tudo foi ruim
Que eu não vou estar pra ouvir
Desculpas que para mim
Não me impedem de fugir
Mais um dia, outra hora
Chega a hora de ir embora
Como acaba essa história
Pra você
E eu estou partindo agora
Guardo tudo na memória
Vou andando sem demora
Adeus você
Fecho as portas para ti
E tu choras sem saber
Que dói muito mais em mim
Mais em mim do que você
Eu que não quis te magoar
Não quis te fazer chorar sozinha
Sabendo que tinha o mundo nas mãos
Perdeu, eu não quis te abandonar
Você ignorou o que eu sentia
E agora está dizendo que não
(Tarde demais)
Qualquer dia, outra hora
Chega a hora de ir embora
Como acaba essa história
Pra você
E eu estou partindo agora (pra que?)
Guardo tudo na memória (chorei)
Vou andando sem demora
Adeus você"
O Rio a Cidade a Árvore,2004-12-10 00:00:00,Pergunta,"2 Contributors
Pergunta Lyrics
Por que você desapareceu
Sem avisar a quem mais queria ter você por perto
Que está de braços abertos pra te abraçar
Não importando onde você estava
Ou se importava em não me magoar
Não me fazer chorar
Pensando no que eu fiz
E eu não fiz nada
Que pudesse te magoar
Que fizesse você chorar
Então quem errou?
E eu não fiz nada
Que pudesse te magoar
Que fizesse você chorar
Então quem errou?"
Quarto dos Livros,2003-08-01 00:00:00,Teu Semblante,"3 Contributors
Teu Semblante Lyrics
[Letra de ""Teu Semplante""]
[Verso 1]
Tudo é tão branco e sem razão
Não é um quarto, é uma prisão
E eu estou aqui tentando sair em vão
E nem que eu tente acordar
Não há como me concentrar
Pois o que passou marcou demais meu coração
[Refrão]
E nada poderá mudar
O meu destino que é vagar
Pelo meu quarto vendo o teu semblante
Que é tudo que eu não quero lembrar
Memórias custam a apagar
Daria tudo pra ser como antes
Pra mim
[Verso 2]
E quando eu tento apagar
Da minha mente o que vivi
Não resta nada pra me tornar feliz
E aí eu tento aceitar
Que assim vai ser melhor pra mim
Mas não dá para acreditar
Não dá
[Ponte]
E se algum dia eu me livrar
Eu não irei comemorar
Pois estaria atestando a desistência
Mas eu não posso aguentar
Ficar aqui nesse lugar
Ouvindo a voz da consciência que me diz
[Refrão]
Que nada poderá mudar
O meu destino que é vagar
Pelo meu quarto vendo o teu semblante
Tudo o que eu não quero lembrar
Memórias custam a apagar
Daria tudo pra ser como antes
E nada poderá mudar
O meu destino que é vagar
Pelo meu quarto vendo o teu semblante
Tudo que eu não quero lembrar
Memórias custam a apagar
Daria tudo pra ser como antes
[Saída Instrumental]"
Quarto dos Livros,2003-08-01 00:00:00,Desde Já,"3 Contributors
Desde Já Lyrics
Então comece desde já, pare de falar sobre o que aconteceu entre nós
Então comece a fingir ignore o fato de naquele dia eu ter sido teu
Não ouça minha voz
E se você conseguir
Diga pra eu ir embora daqui
E eu vou fazer exatamente o que você mandar
E se você aguentar
Viver sozinha sabendo que eu quero te namorar
Tente viver
E se você não conseguir
E se você me demonstrar que está tudo errado
Que estamos marcados pra viver
Um para o outro
Quando esse dia enfim chegar
Eu vou correndo pra te acordar
Com toda a alegria
Que irradia
De quem está a amar
Então comece desde já
Vamos conversar sobre o que aconteceu
Entre nós..."
Quarto dos Livros,2003-08-01 00:00:00,Carta,"3 Contributors
Carta Lyrics
Se minha vida acabar assim
Tu nem vais sentir falta de mim
Mas por que você sentiria
Você nunca agiu assim
O mundo vai ser igual
Não vai sair do normal
Não vai mudar
Você nem vai notar
Até porque nunca notou
Me cansei da falsidade
Me cansei da ilusão
Eu quero saber a verdade
Que reside em teu coração
Porque não é meu direito
Te levar à depressão
Mas eu diria ""bem feito""
Se tu morresses na solidão
Mas e se hoje não acabar
E, amanhã, eu acordar
Sabendo que você se importa
Que eu erraria em acabar
Eu vou fazer como eu sempre quis
Fazer alguém muito feliz
Sem pensar
Sem duvidar
Se vale a pena
E não vou mais pensar no que as coisas têm de ruim
Eu não farei. a minha vida acabar assim
E não vou mais pensar do que as coisas têm de ruim
Eu não farei. A minha vida acabar assim"
Quarto dos Livros,2003-08-01 00:00:00,Carpe Diem,"3 Contributors
Carpe Diem Lyrics
Eu não sei por que vou envelhecer
Se é bem assim que eu quero morrer
Dormindo, não vou me desfalecer
Pois quando eu for velho eu não vou mais ter
Razão pra viver, um amor pra sofrer
Pernas pra correr, uma missão pra ter
E não dá...
E não dá pra imaginar
Como eu vou viver no mesmo lugar
Num asilo sem ter amigos pra contar
Das coisas que eu fiz e não vou mais fazer
Porque eu envelheci
E devia morrer, mas eu me esqueci de avisar a Deus...
E agora eu sei que eu devo viver
Intensamente, viver pra um dia eu não
Me arrepender das coisas que eu fiz
E nunca mais vou fazer
Daí eu já posso morrer
E agora eu sei que eu devo viver
Intensamente, viver pra um dia eu não
Me arrepender das coisas que eu fiz
E nunca mais vou fazer
Eu já posso morrer"
Quarto dos Livros,2003-08-01 00:00:00,O Gelo,"4 Contributors
O Gelo Lyrics
Dentro de você
Todo gelo. congelado
Que me impede de ver
O que está do outro lado
E assim eu não sei
O que fazer pra te encarar
E nem que eu tente descongelar
Tua prisão não ruirá
Dentro de você
O sentimento escondido
O medo de saber
Se e ou não correspondido
E assim eu enterro
Tudo que eu puder amar
No seu jardim
Já que as flores não nasceram Desde que você se foi
Só de ver posso sentir toda a dor
De sofrer, de morrer
Com os espinhos dessa flor
Que eu mereço receber
De ti que ja levou
Tudo que eu tinha pra te dar
Mas nunca se lembrou
Que precisa devolver
Meu coração
Não consigo quebrar o gelo
Sem te machucar (4x)"
