album,data,musica,letra
sua alegria foi cancelada,2019-07-05 00:00:00,Quando Eu Caí,"5 Contributors
Quando Eu Caí Lyrics
[Letra de ""Quando Eu Caí""]
[Intro]
Quando eu caí
Sem força para me erguer
De olhos fechados eu pude te ver
Você me curou
Me deixa curar você
A dor dos meus dias deixou de arder
[Verso 1]
Quando eu não tinha mais o que oferecer
Salvou minha vida mesmo sem saber
Com uma voz que faz o meu fogo arrefecer
E ecoa dentro de mim mesmo se eu esconder
[Verso 2]
Eu larguei meu escudo frente à multidão
E expus meus segredos, meus defeitos e não
Eu não tenho mais medo
, 
eu me fiz canção
[Refrão]
O meu corpo é poeira
, 
minha voz é trovão
Não vou mentir, eu já quis tanto deixar de existir
Escuta aqui, não faz sentido se você não sentir, oh, uh, oh, uh, oh
[Pós-refrão]
O que move o teu coração à beira da destruição?
Então nunca diga que foi em vão
Olha o que a gente já fez
Pode ser estupidez
Mas eu faria outra vez"
sua alegria foi cancelada,2019-07-05 00:00:00,Eu Não Sei Lidar,"4 Contributors
Eu Não Sei Lidar Lyrics
[Letra de ""Eu Não Sei Lidar""]
[Verso 1]
Eu quero paz
Cessar fogo, armistício, tanto faz
Olho pra trás
Vasculho um canto escuro na memória
[Pré-refrão]
Me separaram
De tudo o que eu pude acreditar
Meus sonhos, todos
Submersos de um rio de lodo
Que não vai chegar no mar
Disseram que é pra eu aprender
Me erguer, saber lutar
Só nunca me disseram contra o quê
Não
[Refrão]
Eu não sei, eu não sei
Nunca soube, nunca soube lidar
Eu não sei, eu não sei lidar
Eu não sei, eu não sei
Nunca soube, nunca soube lidar
Eu não sei, eu não sei lidar
Lidar, lidar
[Verso 2]
Dentro de mim
O tanto que eu não digo me transborda
Eu tenho aqui
Tudo o que no mundo me incomoda
[Pré-refrão]
Me ensinaram
Que o mundo é dos que sabem disfarçar
E eu explodo
Pois sei que a vida é um jogo
Que eu não sei como ganhar
Eu queria tanto aprender
Como faz para fechar
Essa ferida que lembra você
[Refrão]
Eu não sei, eu não sei
Nunca soube, nunca soube lidar
Eu não sei, eu não sei lidar
Eu não sei, eu não sei
Nunca soube, nunca soube lidar
Eu não sei, eu não sei lidar
Lidar, lidar
[Outro]
Que guerra é essa?
Que porra é essa?
A nossa natureza é o caos
Por mais que eu tente
Inevitavelmente
E nossa natureza é o caos"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Sexto Andar,"4 Contributors
Sexto Andar Lyrics
No meio da avenida de duas mãos
Luzes que vêm e vão, sem ter aonde chegar
Nas estações de trem, a gente vai e vem
Gente do mal e do bem respirando o mesmo ar
No meu elevador ninguém pode me escutar
Nem a lei da gravidade eu vou obedecer
Ninguém sente essa dor que me obriga a cantar
Do alto do meu sexto andar
Do alto do meu sexto andar
Sem freio, sem destino, sem direção
Persigo a canção que desde sempre ouvi tocar
E as forças que governam meu caminhar brotaram do pulsar
Das mãos que eu aprendi a amar
Quando se eleva a dor, ninguém pode me escutar
Se há um lado bom da vida, não consigo ver
Ninguém sente essa dor que me obriga a cantar
Do alto do meu sexto andar
Do alto do meu sexto andar
Quando eu falar, me olhe no olho
Nada é maior que a força de um sonho
E quando eu morrer, transformem minha história
Numa canção de pranto e de glória"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Deixa Queimar,"1 Contributor
Deixa Queimar Lyrics
Eu vejo a vida desfilar
Sem que eu possa tocar
Um filme pálido e sem final
Que eu assisto sem mudar de canal
Mas tudo tem uma hora certa pra mudar
Sinto ferver meu sangue e o coração pulsar
Ardendo mais que o fogo
Deixa, deixa, deixa queimar!
É uma canção tão forte que chega a ferir
Quero acordar da morte pra sair daqui
Escuto a voz que diz
Deixa, deixa queimar!
Cansei de buscar respostas
Cansei de andar sem ter onde chegar
Tá vendo essa chama? É nossa!
Pra incendiar a convicção
Desses que querem nos parar
Que lado você vai escolher?
Isso é muito mais importante que vencer
Qual é o tamanho da sua fé?
Será que é o bastante pra manter você de pé?
E se você não sabe contra quem lutar
Só vai ter inimigos em todo lugar
Já posso ouvir o coro
Deixa, deixa, deixa queimar!
Não vai ser a primeira nem segunda vez
Que a gente vai pra guerra
Contra quem nos fez esquecer de sorrir
Deixa, deixa queimar!
Cansei de buscar respostas
Cansei de andar sem ter onde chegar
Tá vendo essa chama? É nossa!
Pra incendiar a convicção
Desses que querem nos calar
Cansei de buscar respostas
Cansei de andar sem ter onde chegar
Tá vendo essa chama? É nossa!
Pra incendiar a convicção
Desses que querem nos parar"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Hoje Sou Trovão (Ft. Caetano Veloso),"3 Contributors
Hoje Sou Trovão Lyrics
Eu me escondi nas encostas pra enxergar
Tudo que eu perdi por medo de tentar
Eu já menti até o mundo acreditar
Mas eu jamais consegui a mim mesmo enganar
É tudo demais
Em mim espaço não há
É que eu já vi tanta gente se endividar
Devendo a vida a si mesmo pra nunca pagar
Mas o destino é juiz e ele vai te cobrar
Nada nesse mundo vai poder te salvar
Ah, quem dera eu pudesse um dia
Ah, suspenso no tempo e são
Hoje eu sou dragão
Uma ave no céu
Um pesadelo no chão
Eu já corri pra bem longe, até cansar
Mas não dá pra fugir do que vai te alcançar
Com as suas garras ferir, com fogo incinerar
Teu mais intenso sonho, não vai mais importar
Ah, eu vejo tanta harmonia
No meio dessa confusão
Ah, na falta de poesia
Hoje eu sou trovão
Sou claridão no céu
Eu sou fogo no chão
Ah, se não fosse a teimosia
De não concordar com o Cão
Ah, eu não mais existiria
Eu sabia, eu sabia, eu sabia
Isso é revolução"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Poeira Estelar,"3 Contributors
Poeira Estelar Lyrics
A cada filho que pede um pai
Quando o fardo é pesado demais
Quando o amigo trai
E você sente aos poucos a visão a enturvar
E a esperança evanescer
E você só queria uma chama pra queimar suas memórias
Só pra ver, testemunhar
Que nada nesse mundo há de apagar
Pois somos feitos de histórias
Se o mundo lá fora quer te apunhalar
Lembre que seu corpo é só poeira estelar
Tudo que importa é o agora e nada mais
Tudo que nós somos é apenas o que a gente faz
Quem é esse ser que pilota os cometas?
Por que é que desvia do nosso planeta?
Só pra ver, testemunhar
O quanto a gente pode suportar
Nos ombros, o peso das memórias
Se o mundo lá fora quer te apunhalar
Lembre que seu corpo é só poeira estelar
Tudo que importa é o agora e nada mais
Tudo que nós somos é apenas o que a gente faz
Poeira estelar"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,O Ar,"2 Contributors
O Ar Lyrics
Ah, se você pudesse sentir
Ontem não consegui dormir
Sem ouvir a tua voz cansada
Você devia estar aqui pra ver
Aqui não para de chover
Desde que você voltou pra casa
Se o meu lar for onde houver tua respiração
Vou morar na tua voz
Ao menos até o final dessa canção
No teu coração
Ah, será que você vai lembrar?
Onde é que você vai guardar
O rascunho dessa história?
Ou vai fazer fogueira pra queimar
E ver que não dá pra fechar
A biblioteca da memória?
Você já me conheceu o bastante pra saber
Se eu sou ou não
Bom o bastante pra você
Quando acordar
Eu posso te ouvir
E eu sinto como se nós
Não estivéssemos a sós
Você está aqui
E eu sinto que eu posso estar
Em qualquer lugar
Eu sinto que eu sou
O ar
Você já me conheceu o bastante pra saber
Se eu sou ou não
Bom o bastante pra você
Quando acordar
Quando a música acabar
Eu posso te ouvir
E eu sinto como se nós
Não estivéssemos a sós
Você está aqui
E eu sinto que eu posso estar
Em qualquer lugar
Eu sinto que eu sou
O ar
O ar"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Abrace Sua Sombra,"2 Contributors
Abrace Sua Sombra Lyrics
Quando eu acordo tarde, a minha tarde voa
Sobrevoando os dias, eu nunca pouso à toa
De tanto me importar, nem tem mais importância
Exerço diariamente a minha inconstância
De tanto apanhar, eu já nem sinto dor
Palavras ferem mais que o soco do agressor
Quem traz pra dentro o que se encontra ao redor
Tende a ficar somente com o que há de pior
E de olhos fechados, o que é que você vê?
Você é de verdade ou é só o que mandaram ser?
Levante os punhos se não quiser morrer
Depois da treva um novo dia há de nascer
Abrace a sua sombra
Abrace a sua sombra e traga ela pra vida
Às vezes no escuro se encontra a saída
Peguei minhas fraquezas, vesti de canção
Cada momento é um quadro dessa exposição
Eu canto pra tirar do peito esse nó
Que paralisa toda vez que eu fico só
Me tirem tudo, mas me deixem com voz
Enquanto houver um coração batendo em nós
E de olhos fechados, o que é que você vê?
Você é de verdade ou é só o que mandaram ser?
Levante os punhos se não quiser morrer
Depois da treva um novo dia há de nascer
E quando a luz se apagar
Abrace a sua sombra
Quando a saudade sair
A gente se encontra
Não solta mais da minha mão
Abrace a sua sombra
Tente jamais me esquecer
Abrace a sua sombra
Abrace a sua sombra
Abrace a sua sombra
Abrace a sua sombra"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Astenia,"1 Contributor
Astenia Lyrics
Vai
Afasta do teu peito
O que não tem mais jeito
Que não vai acontecer
Mas
Exijo mais respeito
Vê só o que tens feito?
Entrando sem bater
Enquanto eu
Tentando imaginar
Fiquei com falta de ar
Eu quero sempre mais
Lençóis
Não troco há mais de um mês
Pois foi a última vez
Que você esteve aqui
Enquanto eu
Tentando recordar
Fiquei com falta de ar
Queria um pouco mais
Não quero paz
Problema bom, você
Vem cá me interromper
Vem logo infortunar
Enquanto eu
Buscando me curar
Fiquei com falta de ar
Queria um pouco mais
Pra nunca mais
Jamais me contentar
Com menos que você
Que falta que me faz"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,A Sinfonia de Tudo que Há,"4 Contributors
A Sinfonia de Tudo que Há Lyrics
[Introdução Instrumental]
[Verso 1]
Acordei ouvindo o pôr do sol
E cada nota guia um passo que eu dou no ar
Eu vivi tantos dias em desarmonia
Com a sinfonia de tudo que há
[Refrão]
A história não dirá, mas prevalecerá
Das verdades, a minha versão
As vidas vêm e vão, e ecoam na constelação
O acorde que faltava na canção
[Instrumental]
[Verso 2]
Tão longe de casa, um novo sol
Na mala as memórias de uma vida que não volta mais
Flutuo livremente com a força da mente
Pro encontro derradeiro com a paz
[Refrão]
A história não dirá, mas prevalecerá
Das verdades, a minha versão
As vidas vêm e vão, e ecoam na constelação
O acorde que faltava na canção
[Ponte]
- Eu não posso ir
- Será o fim se você ficar aqui
- Mandem alguém no meu lugar
- Mas sem você um amanhã não haverá
E o que fazer se a missão que o destino deu
É bem maior que eu?
Eu sinto que não sou capaz
Mas já não posso mais olhar pra trás
[Saída]
A salvação é uma canção
A imensidão nas minhas mãos
A salvação é uma canção
A imensidão nas minhas mãos
A salvação é uma canção
A imensidão nas minhas mãos"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Axis Mundi,"2 Contributors
Axis Mundi Lyrics
Abri os meus braços
Com a alma em pedaços
Sem ter pra onde ir
Deixei o vento então me levar
De volta pra casa
Inesgotável fonte de novos horizontes
Na imensidão me fiz canção
Me fiz presente em teu coração
Seriam meus versos em vão?
Mas se eu pudesse encontrar outra forma de amar
Que me fizesse esquecer do que me fez sofrer
Sem ter razão, eu te dei meu coração
Sem saber que eu precisava dele pra viver
Que mundo é esse, que é tão fugaz?
Palavras já não me servem mais
Confie em mim e me dê sua mão
O amor é o tom da revolução
Finalmente livre
Pra pela última vez
Poder te dizer adeus
Olhando pros olhos teus
Não me deixa nunca mais
Não me deixa nunca mais
Eu vi o tempo parar por um instante
Nada vai ser como era antes de nós
Nós nunca estivemos a sós
Por um momento eu vivi a eternidade
Eu pude, enfim, saber a verdade de nós
Nós nunca estivemos a sós, não
Não"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,A Maldição,"1 Contributor
A Maldição Lyrics
É mais forte do que eu
Peguei tudo que é meu e reduzi a pó
Mas veja só
Como eu sou incapaz
De reinstaurar a paz
Que nasce com todos nós
Não, dessa vez eu não vou (não)
Gelo dentro de mim
Sei que um dia isso vai me matar
Não, quanto tempo esperei
Juntei forças pra enfrentar
A guerra de mim mesmo, pra nunca ganhar
É, a chamam de muitos nomes
Morrem mulheres e homens
E os que vivem ao redor
Sem saber
Que só tem uma cura
Antídoto pra essa agrura
Deve-se ouvir a voz
Mas não, mais uma vez não vou
Eu quero seguir esse som
Já não sei pra onde vai me levar
Não, já não me importa mais
Meu destino tanto faz
Não há mais razão pra eu ficar
E ao final seremos nada
A nossa dor será apagada
E ao final seremos nada
A nossa dor será apagada
E o sacrifício se faz valer
Se o meu ofício eu exercer
Transfigurado em canção
Pra acabar com a maldição"
A Sinfonia de Tudo Que Há,2016-10-12 00:00:00,Canção Desastrada,"2 Contributors
Canção Desastrada Lyrics
Versos que eu não escrevi
Tava faltando uma palavra
Passos que não dei, vidas que eu não vivi
Por medo de continuar
Termina meus versos, caminha meus passos
Me faz sentir, por mais breve que seja
Me tira de casa, me leva pro espaço
Pra bem longe daqui
E se não chegar a ti
Essa canção desastrada
Sei que você vai me ouvir
Ecoando a madrugada
Termina meus versos, caminha meus passos
Me faz sentir, por mais breve que seja
Me tira de casa, me leva pro espaço
Me faz sentir, me faz sentir!
Não importa quanto tempo
Essa canção vai voar com o vento
Até você voltar
Não existe outra saída
Deixa eu entrar na sua vida pra ela não acabar
Deixa eu ficar
Deixa eu
Deixa eu ficar"
Ciano (Ao Vivo),2016-09-05 00:00:00,A Resposta (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Quebre as Correntes (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,O Que Hoje Você Vê (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Absolutamente Nada (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Cada Poça Dessa Rua Tem um Pouco de Minhas Lágrimas (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Logo Você (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,O Peso do Mundo (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Alguém Que Te Faz Sorrir (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Soneto para Petr Cech (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Enferrujou (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Infância (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Teu Semblante (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Stonehenge (Ao Vivo),
Ciano (Ao Vivo),2016-09-05 00:00:00,Sono Profundo (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Intro + A Prova de Balas (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Die Lüge (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Manifesto [Ao Vivo] (Ft. Emicida),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,A Minha História Não Acaba Aqui (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Desde Quando Você Se Foi (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Eu Sei (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Sobreviver e Acreditar (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Redenção (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,"Diga, Parte 2 (Ao Vivo)",
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Deixa o Tempo (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Eu Sou a Maré Viva (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Alguém Que Te Faz Sorrir (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Duas Lágrimas (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Relato de um Homem de Bom Coração (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Milonga (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,O Resto é Nada Mais (O Sonho de um Visconde) [Ao Vivo],
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Infinito (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Acordar (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Quando Crescer (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Vida (Biografia em Ré Menor) [Ao Vivo],
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Maior Que as Muralhas (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Quebre as Correntes (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Onde Está (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Revanche (Ao Vivo),
Fresno 15 Anos Ao Vivo (Deluxe),2015-04-28 00:00:00,Acordar (Bônus) [Acústica],
Eu Sou A Maré Viva,2014-03-31 00:00:00,À Prova de Balas,"3 Contributors
À Prova de Balas Lyrics
[Verso 1]
Você pode dizer que já ficou para trás
Pode até esquecer, dizer que não importa mais
Mas teu passado se lembra
O teu passado não esquece
E nesse inverno cruel vai puxar teus lençóis
Não se pode fugir do que faz parte de nós
Mas nossos olhos delatam
Quando se cala a voz
[Refrão]
Andando no escuro
Por quem você vai gritar?
Em quem você vai pensar?
Eles não estão aqui pra nos proteger!
O meu pensamento
É à prova de balas
É à prova de fogo
E isso ninguém vai tirar de mim!
[Verso 2]
Sente o veneno que sai da tua televisão
Eles vão dar uma festa pra nossa extinção
Quem muito mostra, esconde
E engana quem vê de longe
E que na tua estrada, você possa entender
Que alguns nascem pra amar, e outros para vender
No fundo eles têm medo de quem tem muito a dizer
[Refrão]
Andando no escuro
Por quem você vai gritar?
Em quem você vai pensar?
Eles não estão aqui pra nos proteger!
O meu pensamento
É à prova de balas
É à prova de fogo
E isso ninguém vai tirar de mim!
[Saída]
Quantas armas poderão calar as almas
Dos que estão em guerra?
Quantos homens deve ter um exército
Pra nos tirar das trevas?"
Eu Sou A Maré Viva,2014-03-31 00:00:00,Manifesto (Ft. Emicida & Lenine),"7 Contributors
Manifesto Lyrics
A gente acorda pra vida e não quer sair da cama
A gente abre a ferida na pele de quem nos ama
A gente vive na guerra, a gente luta por paz
A gente pensa que sabe, mas nunca sabe o que faz
A gente nega o que nunca teve forças pra dizer
A gente mostra pro mundo o que se quer esconder
A gente finge que vive até o dia de morrer
E espera a hora da morte pra se arrepender de tudo
E todas essas pessoas que passaram por mim
Alguns querendo dinheiro, outros querendo o meu fim
Os meus amores de infância e os inimigos mortais
Todas as micaretas, todos os funerais
Todos os ditadores e sub-celebridades
Farsantes reais encobertando verdades
Pra proteger um vazio, um castelo de papel
Sempre esquecendo que o mundo é só um ponto azul no céu
Quem é que vai ouvir a minha oração?
E quantos vão morrer até o final dessa canção?
E quem vai prosseguir com a minha procissão
Sem nunca desistir, nem sucumbir a toda essa pressão?
No escuro, a sós com a minha voz
Por nós, quem? Quem? Quem?
Antes, durante e após, desatando os nós, hein? Hein? Hein?
Sente no corpo uma prisão, correntes, vendas na visão
Os caras não avisam, balas não alisam, minas e manos brisam
E precisam de mais, mais visão, ter paz
Note que o holofote e o vício nele em si te desfaz
Menos é mais, e o que segue é a lombra
Onde se vacilar os verme leva até sua sombra
Cada qual com seu caos
O inferno particular
Tempo, individual
E o amor, impopular
Quem é que vai ouvir a minha oração?
E quantos vão morrer até o final dessa canção?
E quem vai prosseguir com a minha procissão
Sem nunca desistir, nem sucumbir a toda essa pressão?
Só existe uma maneira de se viver para sempre irmão
Que é compartilhando a sabedoria adquirida
E exercitando a gratidão, sempre
É o homem entender que ele é parte do todo
É sobre isso que o manifesto fala
Nem ser menos e nem ser mais, ser parte da natureza, certo
Ao caminhar na contramão disso, a gente caminha
Pra nossa própria destruição"
Eu Sou A Maré Viva,2014-03-31 00:00:00,Eu Sou A Maré Viva,"1 Contributor
Eu Sou A Maré Viva Lyrics
A casa cheia, o coração vazio
Escorre do meu rosto, um lamento arredio
O veneno acabou, a festa esvaziou
O tempo da inocência terminou
Os amigos que eu fiz, e quem jamais voltou
Ferida que eu abri, e a que jamais fechou
Para passar a luz, que vence a escuridão
Pra eu tentar aquecer o meu coração
Vão tentar derrubar, que é pra me ver crescer
E às vezes me matar, que é pra eu renascer
Como uma supernova que atravessa o ar
Eu sou a maré viva… se entrar, vai se afogar
Eu grito pro universo, o meu nome e o seu
E ele vai me escutar
Eu mandei um sinal rumo ao firmamento
Eu forneci a prova cabal desse meu desalento
A sonda vai voar até não dar mais pra ver
Levando o que há de bom em mim
Levando pra você
E os que não estão mais aqui
Todos os que se foram
Eles vão me encontrar
Em outra dimensão
Onde não existe dor
Não se declara guerra
Quando estamos em paz
Vão tentar derrubar, que é pra me ver crescer
E às vezes me matar, que é pra eu renascer
Como uma supernova, que atravessa o ar
Eu sou a maré viva… se entrar, vai se afogar
Eu grito pro universo, o meu nome e o seu
E ele vai me escutar
E ele vai me escutar
E ele vai me escutar"
Eu Sou A Maré Viva,2014-03-31 00:00:00,O Único A Perder,"3 Contributors
O Único A Perder Lyrics
Se cada golpe que levei fosse uma flor em seu jardim
Você iria se perder nele a procurar por mim
E eu respiro
Cada molécula do ar, eu sinto que vai acabar
Quando estiver longe demais, buscando um pouco mais de paz
Palavras não têm mais poder
Não lute contra você mesmo
Você vai ser o único a perder
É o que se ganha por viver, quando se tenta ser feliz
A tatuagem vai doer, mas vai cobrir a cicatriz... Da minha alma
E aqueles que pisam nos teus sonhos
Que aproveitem a sensação!
O teu triunfo é momentâneo, mas o vazio na alma, não
Palavras não têm mais poder
Não lute contra você mesmo
Você vai ser o único a perder
Eu canto a guerra jamais declarada
Pois o meu sangue hoje ferve em minhas veias"
Eu Sou A Maré Viva,2014-03-31 00:00:00,Icarus,"2 Contributors
Icarus Lyrics
Munido de coragem e de asas em seus pés
Foi que ele disse adeus pro chão
E a Terra nem sequer pensou em lhe retribuir
Munido de coragem e de asas em seus pés
Foi que ele disse adeus pro chão
E a Terra nem sequer pensou em lhe retribuir
Levou consigo um sonho nas mãos
Se existe prisão é pra você fugir
Eles nem vão perceber quando a gente sumir
A sombra desse medo vai te destruir
Ainda temos muito pra viver
Todo dia as horas se recusam a passar
Se os olhos fecham pro agora e você diz não
E se você quiser ver que não importa o lugar
E que o que prende você é algo que você não pode enxergar
Está nas suas mãos
Se existe prisão é pra você fugir
Eles nem vão perceber quando a gente sumir
A sombra desse medo vai te destruir
E ninguém vive a vida por você"
Infinito,2012-07-17 00:00:00,Homem Ao Mar,"2 Contributors
Homem Ao Mar Lyrics
[Letra de ""Homem Ao Mar"" com Fresno]
[Verso 1]
Está em todos os jornais:
Mais uma guerra começou!
Um lado finge pedir paz
E o outro nunca escutou
[Verso 2]
Alinhem os porta aviões
Coloquem balas nos canhões
Então de longe eu pude ver
Em meio à tempestade
Lá estava você...
[Refrão]
Homem ao mar!
Dizendo adeus
Quis um lugar
Que era só seu
Homem ao mar!
Sem salvação
Quis navegar
Na escuridão
[Saída]
A imensidão de água negra cobriu
De fora a fora o convés da embarcação
Jamais achei que ia ver
No caminho distinto
Nossa salvação"
Infinito,2012-07-17 00:00:00,Infinito,"3 Contributors
Infinito Lyrics
[Letra de ""Infinito"" com Fresno]
[Verso 1]
Eu nunca fui de lembrar
Nem tenho quadros em casa
Pois são a fonte do problema
[Verso 2]
A vida nem sempre é
Do jeito que eu esperava
Eu já nem sei se vale à pena
[Pré-Refrão 1]
Mas se eu pintar um horizonte infinito
E caminhar do jeito que eu acredito
Eu vou chegar em um lugar só meu
[Refrão]
Lá pode ter um novo amor pra eu viver
Quem sabe uma nova dor pra eu sentir
A droga certa pra fazer te esquecer
Vai apagar a tua marca de mim
Tudo pode estar lá
[Verso 3]
Quem dera poder partir
Sem tchau, sem mala, sem nada
Ver bem de longe o meu planeta
(E perceber)
[Verso 4]
Que a gente é pequeno demais
Na imensidão das galáxias
Voltar a bordo de um cometa
[Pré-Refrão 2]
Mas se eu pensar, que em tudo há algo de perfeito
E assim, voar, pra onde o ar é rarefeito
Eu vou chegar em um lugar só meu
[Refrão]
Lá pode ter um novo amor pra eu viver
Quem sabe uma nova dor pra eu sentir
A droga certa pra fazer te esquecer
Vai apagar a tua marca de mim
Tudo pode estar lá
[Saída]
(Lá pode ter um novo amor pra eu viver)
(Quem sabe uma nova dor pra eu sentir)
A droga certa pra fazer te esquecer
Vai apagar a tua marca de mim
Tudo pode estar lá
Tudo pode estar lá
Tudo pode estar lá
E eu aqui"
Infinito,2012-07-17 00:00:00,Maior Que as Muralhas,"3 Contributors
Maior Que as Muralhas Lyrics
[Letra de ""Maior Que as Muralhas"" com Fresno]
[Verso 1]
E quando a luz parece se desviar
Nosso sangue carece de um pouco de ar
Não encontramos nada pra segurar
Me resta gritar
[Refrão]
Chegou a hora de ser
Maior que as muralhas
Tentarão me vencer em vão
[Verso 2]
E quando a noite teima em prosseguir
E a luz do sol não queima nem se faz sentir
Qualquer lugar parece melhor que aqui
Eu percebi
[Refrão]
Chegou a hora de ser maior que as muralhas
Tentarão me prender em vão
A gente pode crescer perdendo a batalha
De que adianta viver em vão
[Ponte]
Palavras são armas
Estão apontadas
Pro peito de quem tentar
Me impedir
[Refrão]
Chegou a hora de ser
Maior que as muralhas
Tentarão me apagar com escuridão
[Saída]
A gente aprende a viver
No fio da navalha
De que adianta viver em vão
Não deixe a vida escorrer das mãos"
Infinito,2012-07-17 00:00:00,O Resto É Nada Mais (O Sonho de Um Visconde),"2 Contributors
O Resto É Nada Mais (O Sonho de Um Visconde) Lyrics
Eu sonhei
Que o mar
Me engolia, me tirava o ar
Experimentei
Uma paz
De ver que eu não iria mais voltar
Eu vi que o céu
É só mais uma ilusão
E escrevi num papel
Pra me lembrar, ao fim do furacão
Precisei voar
Pra bem longe só pra ver
Serei sempre eu, as palavras
E o resto é nada mais...
Serei sempre eu, as memórias
E o resto é nada mais...
Eu tentei
Pintar
Na minha cara um sorriso igual
Aquele que eu sei
Esta lá
Num grão de areia entre as Mostardas e o Pinhal
Eu vi que o céu
Me atrai bem mais o que o chão
Mas é tão cruel
Contemplar sozinho a imensidão
Queria alguém
Pro universo observar
Seríamos eu, você
E o resto é nada mais...
Seríamos eu, você
E o resto é nada mais...
""Queria, por um dia, conseguir mudar...
Deixar de ser errante, por um dia não andar
Eu tenho uma ferida de cada lugar
Em que deixei guardada a solidão""
E é por isso que eu digo, que eu não sei lidar
É muito mais do que meu peito pode suportar
Não quero sonhos com hora marcada pra acabar
Prefiro essas histórias imperfeitas pra contar
Será que há alguém
Pra me ouvir
E me fazer mudar
Será que há alguém
Por aí?"
